2233974,110,FOR,41,15,98100
2233985,100,SUB,45,12,122192
2233985,100,HON,45,12,122192
2233985,100,FOR,45,12,122192
2234004,110,NIS,55,13,34000
2234004,100,DOD,55,13,34000
2234044,100,CHR,41,13,36084
2234054,100,FOR,78,12,44408
2234054,110,FOR,78,12,44408
2234054,100,FOR,78,12,44408
2234074,100,MRB,17,11,53000
2234074,100,TOY,17,11,53000
2234074,110,HON,17,11,53000
2234074,100,TOY,17,11,53000
2234085,100,HON,52,17,0
2234085,110,HON,52,17,0
2234085,110,HON,52,17,0
2234085,110,HON,52,17,0
2234114,100,PON,74,11,17126
2234114,110,GMC,74,11,17126
2234114,100,CHE,74,11,17126
2234144,100,BMW,60,14,126220
2234144,110,CAD,60,14,126220
2234144,100,BMW,60,14,126220
2234244,100,BMW,66,16,143123
2234244,100,CAD,66,16,143123
2234244,110,CHE,66,16,143123
2234265,100,TOY,47,17,211900
2234265,100,HON,47,17,211900
2234265,110,GMC,47,17,211900
2234274,100,FOR,74,11,28330
2234274,110,FOR,74,11,28330
2234284,100,LEX,61,13,124705
2234284,110,CHE,61,13,124705
2234314,100,NIS,29,15,58849
2234314,110,MIT,29,15,58849
2234314,100,CHE,29,15,58849
2234314,110,DOD,29,15,58849
2234375,100,TOY,64,15,55887
2234384,110,DOD,43,11,39550
2234384,110,DOD,43,11,39550
2234384,110,FOR,43,11,39550
2234415,110,LEX,53,17,345748
2234415,100,MRB,53,17,345748
2234415,100,VOK,53,17,345748
2234415,100,VOK,53,17,345748
2234424,100,FOR,23,13,"-1,060"
2234424,110,CHE,23,13,"-1,060"
2234475,110,DOD,37,11,0
2234525,110,SAT,57,11,24528
2234525,110,NIS,57,11,24528
2234525,110,JEE,57,11,24528
2234535,110,JEE,59,12,29957
2234634,110,HON,33,14,28548
2234644,100,SUB,68,13,1157
2234685,100,HON,26,13,0
2234714,110,LIN,37,11,18101
2234714,100,BMW,37,11,18101
2234714,110,CHE,37,11,18101
2234714,100,TOY,37,11,18101
2234754,110,CHE,39,13,"-67,162"
2234775,100,MEC,68,10,24251
2234785,110,FOR,46,12,22422
2234814,110,CHE,48,13,52200
2234814,100,MAZ,48,13,52200
2234814,110,NIS,48,13,52200
2234984,100,MEC,80,11,14704
2234984,100,FOR,80,11,14704
2234984,110,FOR,80,11,14704
2235025,100,LEX,52,15,100
2235025,110,NIS,52,15,100
2235064,110,FOR,56,15,94100
2235064,100,MAZ,56,15,94100
2235064,100,HON,56,15,94100
2235114,110,JEE,51,12,0
2235135,110,MEC,61,12,16577
2235144,110,NIS,41,15,88331
2235155,100,VOV,29,15,57200
2235195,100,HYU,63,12,16659
2235214,110,FOR,55,11,14697
2235264,100,DOD,44,13,32600
2235264,110,DOD,44,13,32600
2235305,110,CHE,54,12,50000
2235305,100,TOY,54,12,50000
2235344,100,HYU,43,12,66480
2235344,110,HYU,43,12,66480
2235414,100,NIS,78,12,25469
2235445,100,BMW,34,13,14000
2235445,100,CHE,34,13,14000
2235474,110,DOD,52,15,36337
2235484,110,JEE,48,12,16000
2235515,110,JEE,20,12,300
2235534,110,SUZ,51,11,22195
2235534,110,FOR,51,11,22195
2235555,100,FOR,36,11,2490
2235575,110,KIA,38,13,68989
2235594,110,GMC,36,11,15920
2235624,110,CHE,39,14,63538
2235644,110,SAT,71,15,26374
2235644,100,SAT,71,15,26374
2235705,100,CHE,41,10,57810
2235705,100,HON,41,10,57810
2235705,100,FOR,41,10,57810
2235745,110,MAZ,40,16,89164
2235745,100,BMW,40,16,89164
2235784,100,FOR,42,14,37778
2235794,100,CHE,20,12,32000
2235794,100,CHE,20,12,32000
2235794,110,FOR,20,12,32000
2235845,110,FOR,33,15,54618
2235914,100,CHR,59,12,125000
2235914,100,GMC,59,12,125000
2235994,100,HON,57,14,108345
2235994,110,TOY,57,14,108345
2236055,100,CHR,52,12,19700
2236094,100,NIS,30,15,43622
2236094,100,NIS,30,15,43622
2236104,100,LEX,66,13,89696
2236114,100,TOY,54,16,74569
2236114,100,TOY,54,16,74569
2236134,100,VOV,71,16,162962
2236134,110,TOY,71,16,162962
2236145,110,DOD,45,13,24556
2236145,110,CHE,45,13,24556
2236185,100,HYU,61,15,40336
2236194,110,JEE,34,12,37976
2236205,110,DOD,53,12,9870
2236205,110,ISU,53,12,9870
2236205,110,TOY,53,12,9870
2236245,110,BUI,50,12,97000
2236245,110,GMC,50,12,97000
2236245,100,PON,50,12,97000
2236245,110,FOR,50,12,97000
2236255,100,SUB,35,16,-150
2236255,110,TOY,35,16,-150
2236264,100,LIN,45,15,145584
2236264,110,JEE,45,15,145584
2236334,100,DOD,41,12,14000
2236344,100,BUI,87,11,2351
2236364,100,CHE,29,15,59237
2236364,110,JEE,29,15,59237
2236415,110,MAZ,51,15,70146
2236415,100,BUI,51,15,70146
2236424,110,MAZ,39,15,113929
2236424,110,HON,39,15,113929
2236545,100,BMW,50,16,354922
2236545,100,SUB,50,16,354922
2236554,110,CHE,30,12,74801
2236554,100,HON,30,12,74801
2236594,110,BUI,73,13,81557
2236594,110,CHE,73,13,81557
2236665,100,HYU,24,14,38900
2236665,110,VOK,24,14,38900
2236785,100,SAT,49,13,57743
2236785,100,OLD,49,13,57743
2236785,110,JEE,49,13,57743
2236805,100,FOR,46,15,0
2236885,100,DOD,49,12,23421
2236885,100,NIS,49,12,23421
2236915,100,OLD,33,14,0
2236915,100,NIS,33,14,0
2236945,100,SAT,31,15,105600
2236945,110,SAT,31,15,105600
2236964,110,NIS,47,14,43728
2236974,100,BUI,67,16,0
2236995,110,DOD,35,11,0
2236995,100,BUI,35,11,0
2236995,100,HON,35,11,0
2237014,100,CHR,22,12,25400
2237014,110,GMC,22,12,25400
2237024,100,HON,27,12,63400
2237024,110,CHE,27,12,63400
2237024,110,FOR,27,12,63400
2237045,100,MEC,68,15,1157
2237085,100,LIN,57,12,93000
2237115,110,BUI,50,15,30100
2237115,100,CHR,50,15,30100
2237125,110,TOY,61,14,20775
2237125,110,NIS,61,14,20775
2237125,100,HON,61,14,20775
2237154,100,SAT,32,10,365
2237175,110,CHR,59,15,30600
2237184,100,HON,82,13,19005
2237215,100,HYU,35,16,110000
2237215,110,DOD,35,16,110000
2237235,100,BUI,82,13,32865
2237334,110,HON,40,14,243200
2237364,100,KIA,44,12,20463
2237375,110,JEE,43,15,75100
2237375,100,FOR,43,15,75100
2237444,100,TOY,56,16,103900
2237444,100,TOY,56,16,103900
2237444,100,HON,56,16,103900
2237465,110,HON,40,13,12500
2237515,100,HYU,55,15,91189
2237515,110,TOY,55,15,91189
2237515,100,FOR,55,15,91189
2237524,100,TOY,37,16,74438
2237524,110,FOR,37,16,74438
2237535,110,FOR,44,13,28188
2237535,110,CHE,44,13,28188
2237564,100,VOK,37,13,37639
2237605,100,NIS,25,14,33200
2237654,100,FOR,61,13,30502
2237665,100,VOK,39,16,50032
2237694,100,HON,80,15,37389
2237705,110,DOD,37,14,37936
2237705,100,KIA,37,14,37936
2237755,100,SAT,55,12,56795
2237755,110,FOR,55,12,56795
2237775,100,CAD,63,13,70100
2237775,110,FOR,63,13,70100
2237814,100,BUI,74,12,29666
2237814,110,CHE,74,12,29666
2237835,110,FOR,55,12,101300
2237835,110,FOR,55,12,101300
2237835,110,FOR,55,12,101300
2237835,110,FOR,55,12,101300
2237925,100,PLY,43,15,113364
2237925,110,TOY,43,15,113364
2237925,110,FOR,43,15,113364
2237984,100,TOY,49,15,50000
2237994,100,HON,57,11,41000
2237994,100,FOR,57,11,41000
2237994,110,TOY,57,11,41000
2238024,100,CHE,54,12,77425
2238024,100,FOR,54,12,77425
2238024,100,FOR,54,12,77425
2238024,110,TOY,54,12,77425
2238044,100,HON,32,13,-200
2238115,100,TOY,81,12,24095
2238195,110,CHE,59,14,79200
2238195,110,FOR,59,14,79200
2238205,110,FOR,39,13,78695
2238205,110,DOD,39,13,78695
2238224,100,CHE,37,12,50000
2238235,100,NIS,42,10,29336
2238255,110,FOR,56,11,600
2238255,100,VOK,56,11,600
2238255,100,CAD,56,11,600
2238304,110,TOY,50,17,224001
2238315,100,CHE,57,11,48788
2238315,110,CHE,57,11,48788
2238324,100,CHE,27,12,14600
2238424,100,BUI,81,13,47444
2238424,100,BUI,81,13,47444
2238454,100,FOR,75,12,13508
2238555,110,DOD,44,15,266115
2238555,100,PON,44,15,266115
2238555,100,CHE,44,15,266115
2238555,110,DOD,44,15,266115
2238584,100,GMC,74,13,1217
2238584,100,INF,74,13,1217
2238605,110,DOD,40,12,71050
2238645,110,TOY,37,11,37000
2238645,110,CHE,37,11,37000
2238705,100,HON,72,14,28402
2238795,110,DOD,65,15,16322
2238795,110,GMC,65,15,16322
2238805,110,TOY,35,12,45401
2238805,110,NIS,35,12,45401
2238815,110,CHE,73,12,47477
2238815,100,CHE,73,12,47477
2238815,100,CAD,73,12,47477
2238845,100,HON,87,12,8957
2238865,100,HON,76,13,31880
2238865,110,SAT,76,13,31880
2238875,110,DOD,48,15,284603
2238875,100,NIS,48,15,284603
2238884,100,TOY,82,12,11287
2238904,100,PON,38,12,0
2238925,100,CHR,71,12,10157
2238944,100,SUB,45,10,83000
2238944,100,SUB,45,10,83000
2238944,110,CHE,45,10,83000
2238964,110,FOR,58,16,-218
2238964,100,MRB,58,16,-218
2239005,110,CHE,61,12,65740
2239005,100,TOY,61,12,65740
2239034,100,TOY,42,13,0
2239034,110,TOY,42,13,0
2239095,100,FOR,37,12,72363
2239105,100,TOY,55,13,29654
2239105,100,OLD,55,13,29654
2239105,110,GMC,55,13,29654
2239235,100,PON,70,13,21557
2239235,100,PON,70,13,21557
2239255,100,CHE,25,14,35180
2239255,100,CHE,25,14,35180
2239285,100,POR,37,13,604008
2239335,100,TOY,52,16,0
2239345,110,FOR,30,12,22500
2239345,100,CHE,30,12,22500
2239355,100,PON,48,13,0
2239355,110,CHE,48,13,0
2239355,110,TOY,48,13,0
2239375,110,FOR,30,12,36595
2239375,100,TOY,30,12,36595
2239395,100,AUD,40,13,37000
2239395,110,NIS,40,13,37000
2239435,110,HON,27,11,32000
2239454,100,MAZ,67,12,46630
2239454,100,TOY,67,12,46630
2239474,110,NIS,33,10,96800
2239484,110,TOY,50,17,2300
2239484,110,GMC,50,17,2300
2239545,110,FOR,33,16,76000
2239585,100,CHR,52,12,10167
2239604,100,BUI,73,12,66973
2239625,100,CAD,87,12,13457
2239644,100,TOY,65,10,12900
2239714,110,SUZ,39,13,15976
2239755,100,TOY,61,16,23018
2239755,100,PON,61,16,23018
2239804,100,CHE,62,13,22151
2239815,110,JEE,53,15,0
2239844,100,TOY,41,10,37492
2239844,100,ACU,41,10,37492
2239875,100,SAA,30,16,103659
2239875,110,TOY,30,16,103659
2239884,110,HON,71,16,166933
2239925,100,TOY,60,12,34000
2239925,100,TOY,60,12,34000
2239935,100,TOY,78,15,161245
2239945,100,HYU,74,10,21326
2240004,100,BUI,63,12,50717
2240004,110,FOR,63,12,50717
2240014,100,SUB,53,16,55000
2240014,100,NIS,53,16,55000
2240045,100,CHE,66,12,33052
2240094,110,CHE,53,12,128825
2240094,100,TOY,53,12,128825
2240115,110,DOD,63,11,28474
2240115,110,SUZ,63,11,28474
2240115,110,GMC,63,11,28474
2240164,110,CHR,47,12,0
2240164,100,DOD,47,12,0
2240185,100,OLD,33,12,32570
2240215,100,TOY,62,16,168000
2240215,110,HON,62,16,168000
2240284,100,DOD,82,13,19033
2240295,110,NIS,63,16,35957
2240295,110,CHE,63,16,35957
2240324,100,KIA,35,16,102854
2240324,110,JEE,35,16,102854
2240364,110,GMC,30,12,46000
2240445,110,TOY,68,15,36016
2240574,100,FOR,58,12,36653
2240574,110,CHE,58,12,36653
2240595,110,FOR,72,17,27057
2240595,100,FOR,72,17,27057
2240624,100,LEX,53,12,0
2240624,110,DOD,53,12,0
2240645,100,CHR,72,16,27120
2240645,100,NIS,72,16,27120
2240705,110,DOD,62,15,1417
2240705,100,FOR,62,15,1417
2240705,100,CAD,62,15,1417
2240735,100,TOY,49,13,78357
2240735,100,MEC,49,13,78357
2240815,100,HYU,64,12,13000
2240815,100,CHR,64,12,13000
2240845,110,TOY,79,15,0
2240865,100,FOR,46,16,76686
2240865,110,FOR,46,16,76686
2240875,100,HON,35,12,40000
2240925,100,PON,27,16,88008
2240925,100,PON,27,16,88008
2240964,100,NIS,45,15,113900
2240964,100,HYU,45,15,113900
2241045,110,TOY,38,12,56768
2241045,110,HON,38,12,56768
2241075,100,HYU,20,12,37231
2241095,100,BMW,33,17,382681
2241095,110,BMW,33,17,382681
2241114,110,DOD,28,14,113825
2241114,100,DOD,28,14,113825
2241135,110,FOR,50,13,0
2241135,110,DOD,50,13,0
2241154,110,FOR,33,14,79400
2241154,100,TOY,33,14,79400
2241185,100,FOR,72,13,34757
2241235,110,CHE,49,12,9357
2241254,110,TOY,55,11,33532
2241254,110,TOY,55,11,33532
2241314,110,CHE,29,13,27950
2241314,110,FOR,29,13,27950
2241335,100,VOK,50,13,156695
2241335,110,DOD,50,13,156695
2241335,100,NIS,50,13,156695
2241365,100,DOD,26,12,13645
2241395,110,CHE,43,12,99896
2241395,110,HON,43,12,99896
2241395,100,KIA,43,12,99896
2241435,100,TOY,42,10,8400
2241465,100,TOY,30,17,120000
2241514,110,FOR,44,13,113913
2241514,110,FOR,44,13,113913
2241514,100,MAZ,44,13,113913
2241514,110,FOR,44,13,113913
2241555,110,HYU,35,14,61800
2241555,110,FOR,35,14,61800
2241575,110,CHE,67,12,0
2241605,100,BMW,49,16,34000
2241605,100,VOK,49,16,34000
2241605,100,BMW,49,16,34000
2241605,110,FOR,49,16,34000
2241635,110,CHE,53,14,99200
2241635,100,CHE,53,14,99200
2241635,110,CHE,53,14,99200
2241635,110,CHE,53,14,99200
2241644,110,KIA,42,11,105011
2241664,100,LEX,52,15,27814
2241675,100,MRB,43,15,127541
2241675,110,JEE,43,15,127541
2241685,110,TOY,69,12,39807
2241715,100,OLD,40,17,102800
2241715,110,VOV,40,17,102800
2241735,100,DOD,37,15,75746
2241735,110,HYU,37,15,75746
2241754,100,MRB,63,15,112707
2241754,110,CHE,63,15,112707
2241765,100,CHE,68,16,80458
2241765,110,DOD,68,16,80458
2241835,100,CHE,35,13,41380
2241845,110,FOR,24,13,156124
2241845,100,SAA,24,13,156124
2241904,100,LEX,36,15,69720
2241904,110,TOY,36,15,69720
2241925,100,TOY,38,13,2309
2241955,110,NIS,46,13,104280
2241995,100,FOR,62,12,23216
2242035,100,OLD,37,12,23973
2242054,100,OLD,64,12,13471
2242094,100,FOR,70,14,0
2242094,110,TOY,70,14,0
2242245,110,KIA,67,14,"-7,859"
2242324,100,CHR,45,13,170100
2242324,110,CHE,45,13,170100
2242324,100,CHR,45,13,170100
2242345,110,TOY,54,15,149910
2242345,100,AUD,54,15,149910
2242355,100,LIN,87,12,3593
2242394,100,CHE,64,11,34573
2242394,100,PON,64,11,34573
2242414,110,LEX,69,13,64157
2242434,100,HON,28,15,108518
2242434,100,MIT,28,15,108518
2242544,100,PON,50,12,69000
2242544,100,HON,50,12,69000
2242554,100,TOY,79,12,17609
2242614,100,HON,29,15,58000
2242614,100,HON,29,15,58000
2242614,100,INF,29,15,58000
2242624,100,KIA,64,13,28752
2242634,100,SAT,43,15,45000
2242634,110,TOY,43,15,45000
2242674,110,DOD,45,12,31000
2242694,100,AUD,55,15,0
2242694,110,NIS,55,15,0
2242714,110,TOY,51,15,143000
2242714,100,MRB,51,15,143000
2242714,110,TOY,51,15,143000
2242734,110,CHR,42,13,3300
2242734,100,HON,42,13,3300
2242734,110,FOR,42,13,3300
2242794,110,CHE,60,11,45800
2242814,100,HON,63,16,40000
2242814,100,TOY,63,16,40000
2242814,100,HON,63,16,40000
2242825,110,FOR,55,13,45200
2242865,110,FOR,65,12,-300
2242865,110,FOR,65,12,-300
2242865,100,HON,65,12,-300
2242884,110,NIS,29,13,0
2242884,110,CHE,29,13,0
2242954,110,GMC,38,13,32000
2242954,100,ACU,38,13,32000
