2261824,64,12,1157,
2261824,64,12,1157,
2267005,47,15,1157,
2331533,78,12,1493,
2362412,36,14,2000,
2304735,35,13,2389,
2251484,34,13,2400,
2367252,56,13,2500,
2347862,37,11,3000,
2404943,21,13,3000,
2406803,56,12,3500,
2325083,72,15,6271,
2259124,26,13,7000,
2352032,46,12,7044,
2358202,62,11,8369,
2371082,53,14,8905,
2310553,52,12,9761,
2300055,63,13,9852,
2366912,24,13,10201,
2338953,39,14,10234,
2267894,66,11,10337,
2356622,47,13,10737,
2249074,34,12,11000,
2382753,21,13,11446,
2344042,32,12,11520,
2315673,42,11,11546,
2244744,25,13,12000,
2245344,59,16,12000,
2247884,72,11,12205,
2311453,30,0,12300,
2344002,59,14,13350,
2303764,28,15,14000,
2365822,57,12,14000,
2369102,67,14,14381,
2261575,74,12,14406,
2257615,22,11,14680,
2339163,41,11,15000,
2315783,43,12,15162,
2329633,77,10,15550,
2318283,56,14,16000,
2365942,54,12,16133,
2311873,87,16,16157,
2276615,37,13,16214,
2358052,20,13,16700,
2348424,45,12,16967,
2353542,54,14,17000,
2314943,59,15,17023,
2347933,24,15,17770,
2289804,31,13,18270,
2245615,52,12,18782,
2366292,26,14,19000,
2259204,79,17,19257,
2350082,35,13,19700,
2346532,25,14,19718,
2258014,20,13,20000,
2259134,43,11,20118,
2309933,63,10,20344,
2365532,58,13,20404,
2340005,38,13,20417,
2237125,61,14,20775,
2333023,49,15,20900,
2355972,71,12,21514,
2261484,62,12,21605,
2364802,28,13,21740,
2330713,29,11,22000,
2305915,27,11,22294,
2403405,27,12,22400,
2297795,48,12,22739,
2376052,61,10,22788,
2231444,40,11,22800,
2313823,31,16,22800,
2308853,18,11,23030,
2298634,67,14,23064,
2261925,69,13,23132,
2323473,37,12,23183,
2295954,48,10,23390,
2236885,49,12,23421,
2289655,23,13,23485,
2373832,44,12,23854,
2300154,43,12,23920,
2259404,27,12,24074,
2283674,50,13,24136,
2298224,67,12,24336,
2234525,57,11,24528,
2373802,26,16,24668,
2244884,39,13,24750,
2290334,27,13,25000,
2254684,34,12,25069,
2358702,73,13,25369,
2347912,28,11,25467,
2235414,78,12,25469,
2337763,61,12,26233,
2342802,41,13,26278,
2228985,51,13,26305,
2311513,68,16,26457,
2371352,46,12,26850,
2240645,72,16,27120,
2335413,35,12,27730,
2248914,25,12,27894,
2349862,56,13,28000,
2370632,61,13,28000,
2340543,56,17,28108,
2292405,87,12,28169,
2249734,54,11,28680,
2317543,24,11,28885,
2275554,50,13,29200,
2335683,54,13,29304,
2238235,42,10,29336,
2276284,56,12,30000,
2292264,56,12,32100,
2371742,52,13,32411,
2251195,43,10,32540,
2277515,40,15,32541,
2365352,65,13,32674,
2287525,34,15,32970,
2352762,50,15,33056,
2287324,70,13,33134,
2398555,27,15,33148,
2237605,25,14,33200,
2305885,38,11,33430,
2360742,82,15,33614,
2300775,23,12,33890,
2300775,23,12,33890,
2291645,81,11,33898,
2279055,46,14,33953,
2234004,55,13,34000,
2362902,27,13,34200,
2357822,59,12,34828,
2338134,22,13,35000,
2357232,46,10,35000,
2362312,23,13,35320,
2306774,74,12,35566,
2376542,61,14,35599,
2240295,63,16,35957,
2314213,51,12,36000,
2359592,56,12,36400,
2346562,27,14,36540,
2239395,40,13,37000,
2278805,46,12,37564,
2311493,70,13,37905,
2263684,57,13,38338,
2348312,72,12,38813,
2271604,69,14,39297,
2232035,45,12,39327,
2343472,28,15,39450,
2356332,87,16,39725,
2302644,45,10,39920,
2244784,37,14,40000,
2264444,39,12,40000,
2338423,25,12,40000,
2351982,52,15,40340,
2321283,68,14,40486,
2306455,32,13,40650,
2291765,28,12,40800,
2344992,24,13,41000,
2376632,54,14,41026,
2294095,28,15,41279,
2343182,39,11,41447,
2228024,36,13,42000,
2341373,58,13,42000,
2311543,63,13,43000,
2327633,36,15,43000,
2348172,36,13,43000,
2279915,63,10,43174,
2344972,62,16,43537,
2236094,30,15,43622,
2236094,30,15,43622,
2236964,47,14,43728,
2255665,46,12,43738,
2276235,37,15,45000,
2369702,38,0,45300,
2293644,24,12,45333,
2318703,66,12,45400,
2238805,35,12,45401,
2343442,39,10,45479,
2266324,26,15,45705,
2395273,35,15,45721,
2307095,30,12,45760,
2325213,30,14,46330,
2328363,33,15,46353,
2246125,24,12,46694,
2308813,50,14,48000,
2316393,26,12,48000,
2231124,29,15,48070,
2337123,43,13,48200,
2328873,60,12,48960,
2272415,45,16,49020,
2310043,37,12,49105,
2340773,51,13,49236,
2287175,43,12,49570,
2301634,29,16,49653,
2301634,29,16,49653,
2298244,33,16,49919,
2330233,41,12,49933,
2337543,23,13,50000,
2373962,32,14,50000,
2347712,29,12,50243,
2336023,31,13,50271,
2328723,62,15,50458,
2345002,45,16,51000,
2288965,40,15,51200,
2244384,43,15,51490,
2358562,50,13,51566,
2338243,53,14,52100,
2234814,48,13,52200,
2318203,37,14,52400,
2270714,24,14,53320,
2334453,80,10,53580,
2253864,67,11,53943,
2249854,57,13,54000,
2253374,30,13,54000,
2336335,27,16,54000,
2369512,30,13,54277,
2286734,32,12,54400,
2305054,64,12,54618,
2279965,31,12,54950,
2232555,56,12,55000,
2240014,53,16,55000,
2244535,45,15,55000,
2334163,41,15,55000,
2319653,49,13,55461,
2319653,49,13,55461,
2346302,44,11,56147,
2316663,27,14,56250,
2246095,67,12,57317,
2366245,50,14,57600,
2369542,29,16,58000,
2376892,22,12,58600,
2234314,29,15,58849,
2331444,39,15,59940,
2299784,48,12,60000,
2267205,28,16,60267,
2243295,47,16,60700,
2356912,38,13,60710,
2248685,60,12,60828,
2317173,69,14,61307,
2371982,63,12,61345,
2243205,87,15,61402,
2351054,26,15,61850,
2372612,31,13,62000,
2256525,64,12,62557,
2264434,43,13,62980,
2365232,58,14,63523,
2382544,25,15,63780,
2280075,39,13,63995,
2384825,29,12,65000,
2335123,59,12,65387,
2367982,43,12,65483,
2257245,47,12,65890,
2348122,50,12,66700,
2376802,36,13,66772,
2310743,37,14,66791,
2356552,25,12,66964,
2251674,26,14,67111,
2315283,53,13,68200,
2356872,47,12,68745,
2363252,46,16,68800,
2231725,56,10,69264,
2266054,33,15,69686,
2279704,23,12,69929,
2266694,47,14,70000,
2293905,43,12,70000,
2261794,50,13,70600,
2365052,49,14,70693,
2310133,48,12,71393,
2310133,48,12,71393,
2367422,58,15,71550,
2341495,29,15,73962,
2277435,40,12,74000,
2277435,40,12,74000,
2326713,55,14,74980,
2292064,54,15,75331,
2289084,41,10,75620,
2319203,51,15,76063,
2258685,35,10,76400,
2330793,38,10,76400,
2347302,60,15,76400,
2309313,33,12,76464,
2352492,50,15,76870,
2352492,50,15,76870,
2315543,41,14,76945,
2289905,49,13,77199,
2295054,33,13,78100,
2347522,28,15,78100,
2340633,42,15,78136,
2265084,46,12,78226,
2274694,25,15,78714,
2349392,49,15,79000,
2402004,30,15,79020,
2246844,52,11,79230,
2285324,41,12,79920,
2334543,52,12,81500,
2338013,54,14,81790,
2320293,30,15,82000,
2368912,33,12,83004,
2279495,42,12,83350,
2278054,42,12,83698,
2301615,70,11,83842,
2304695,41,16,85000,
2325033,76,16,86178,
2235144,41,15,88331,
2329875,25,12,89260,
2338843,54,13,89955,
2275154,53,16,90200,
2275154,53,16,90200,
2324213,52,13,93530,
2324213,52,13,93530,
2372142,61,17,93861,
2303435,49,14,95050,
2250165,48,13,95600,
2347022,46,15,96036,
2348382,50,13,96153,
2274065,57,12,96200,
2239474,33,10,96800,
2369642,28,15,98129,
2344812,58,10,99000,
2369562,23,15,99754,
2281184,60,15,100000,
2376002,52,16,100100,
2367672,60,12,100475,
2269795,55,12,102063,
2322743,52,15,102663,
2253804,21,12,103300,
2253804,21,12,103300,
2253804,21,12,103300,
2253804,21,12,103300,
2328753,46,12,103600,
2352152,48,15,103887,
2330663,37,15,104000,
2241955,46,13,104280,
2326083,57,12,104400,
2348042,30,14,104751,
2332653,43,15,106200,
2332333,36,12,107050,
2332333,36,12,107050,
2354752,24,15,109241,
2304184,61,16,110078,
2258905,48,13,111500,
2249315,30,13,111967,
2319113,56,14,113000,
2362582,43,15,113111,
2249814,52,13,113125,
2240964,45,15,113900,
2374162,38,16,114757,
2246624,56,16,120119,
2244365,53,12,122016,
2244365,53,12,122016,
2312903,43,13,123000,
2254864,44,15,125200,
2292895,46,15,126915,
2292895,46,15,126915,
2267484,39,14,128000,
2253404,44,16,129950,
2283925,49,15,129994,
2283925,49,15,129994,
2272665,48,15,131011,
2278405,61,13,131919,
2254695,61,15,132219,
2254695,61,15,132219,
2373242,45,15,132391,
2360332,48,12,132463,
2248194,23,15,133148,
2248144,53,15,133340,
2253535,48,14,133746,
2280864,51,14,135480,
2324224,40,15,136214,
2341033,41,13,136500,
2322833,55,15,136600,
2343452,39,12,137450,
2299294,49,15,138500,
2315603,35,15,140000,
2345742,32,16,140100,
2283075,47,16,141081,
2364192,61,12,141952,
2364192,61,12,141952,
2329883,37,15,142444,
2347062,42,16,148800,
2311573,31,13,149900,
2248214,45,15,150001,
2246245,57,13,150050,
2246245,57,13,150050,
2367482,47,15,150100,
2287965,31,16,153450,
2330383,62,14,154460,
2321023,50,16,155914,
2241335,50,13,156695,
2348792,44,15,156950,
2253774,67,15,159515,
2286385,41,15,162300,
2297944,38,15,163000,
2326613,61,15,163420,
2286615,57,16,168194,
2254575,73,13,169579,
2347852,63,13,173512,
2342782,29,15,177072,
2229315,46,16,179350,
2263725,50,16,184000,
2230895,48,12,200100,
2355512,32,16,201050,
2297844,37,17,208324,
2244304,54,15,211643,
2346392,43,17,220000,
2354355,60,13,254306,
2334313,57,17,267067,
2334313,57,17,267067,
2334313,57,17,267067,
2238875,48,15,284603,
2373632,44,16,349922,
2279824,66,16,415213,
