2238584,74,13,1217,
2299235,53,13,1400,
2296404,56,12,2000,
2305855,73,12,2000,
2267554,87,11,2213,
2239484,50,17,2300,
2347862,37,11,3000,
2402234,87,11,4451,
2336483,56,12,5620,
2274114,53,12,6500,
2369012,53,12,7250,
2272244,55,13,8208,
2313673,55,11,8480,
2328203,41,13,8607,
2346062,35,10,9667,
2300725,73,10,9910,
2326453,77,13,10459,
2231075,65,13,11953,
2228874,58,11,12497,
2331603,50,13,12501,
2360162,41,12,14300,
2285455,62,12,14699,
2374892,80,12,14801,
2256054,69,11,15538,
2329633,77,10,15550,
2319463,69,10,15557,
2235594,36,11,15920,
2246384,82,13,16049,
2238795,65,15,16322,
2350254,21,10,16372,
2364012,48,13,16624,
2353902,44,12,17000,
2234114,74,11,17126,
2279424,72,12,17273,
2275864,76,11,17590,
2268054,69,12,17803,
2230414,64,11,19109,
2292055,45,12,20000,
2338493,70,11,21317,
2338493,70,11,21317,
2353382,77,11,21573,
2366232,62,12,22000,
2362782,28,12,22509,
2309413,52,12,23014,
2308853,18,11,23030,
2288255,48,12,23820,
2310963,67,13,23857,
2255605,53,11,24000,
2287944,52,14,24000,
2328143,56,12,24000,
2328143,56,12,24000,
2366492,58,12,24000,
2228784,55,12,24072,
2338403,36,12,24282,
2280484,25,13,25000,
2383214,68,15,25228,
2268915,46,11,25380,
2268915,46,11,25380,
2237014,22,12,25400,
2264625,82,12,26386,
2264625,82,12,26386,
2285124,25,12,26560,
2339033,72,12,27012,
2240115,63,11,28474,
2353272,71,12,28540,
2285845,35,10,28680,
2233774,28,14,28967,
2239105,55,13,29654,
2260665,35,12,30717,
2347332,53,12,31820,
2242954,38,13,32000,
2324993,26,12,32000,
2329953,72,15,32165,
2361852,75,11,32457,
2328423,50,13,33000,
2367662,75,13,33250,
2255185,25,15,34000,
2276994,61,16,34500,
2366792,59,13,35000,
2348352,74,13,35950,
2298924,48,13,36000,
2296995,77,14,36100,
2321063,69,14,36817,
2323123,69,12,39018,
2323123,69,12,39018,
2309863,64,13,39869,
2323373,38,10,40000,
2322863,71,14,40070,
2369902,50,13,40300,
2279454,51,13,40435,
2275254,70,15,40533,
2362622,26,12,41058,
2363452,34,14,41300,
2346652,39,14,41783,
2347772,37,13,42065,
2348775,31,12,43036,
2251854,46,13,43600,
2259285,33,11,44220,
2374542,74,13,44357,
2374322,51,16,44500,
2287245,55,14,44550,
2357922,41,12,44712,
2314823,44,13,45058,
2245104,69,14,45065,
2240364,30,12,46000,
2293505,33,13,47259,
2283115,78,11,47565,
2254724,55,10,48000,
2266935,29,13,48000,
2272274,64,12,48000,
2354322,65,13,48325,
2328913,27,14,48600,
2231145,68,10,48734,
2364242,26,13,49692,
2374022,25,12,50000,
2335663,73,15,50074,
2299445,35,12,50927,
2354852,63,12,51909,
2354852,63,12,51909,
2364662,41,16,53207,
2344792,41,13,54800,
2318603,26,15,55730,
2305735,39,13,57480,
2276035,42,11,57500,
2232574,33,13,58000,
2376182,49,13,58012,
2347922,45,12,58100,
2343352,35,13,58615,
2311743,63,12,59753,
2281905,54,12,59868,
2337063,60,15,60580,
2358662,27,13,61332,
2231705,38,13,61883,
2296394,46,13,63165,
2332183,63,14,63309,
2361062,27,15,63610,
2258284,61,12,64460,
2311483,56,12,65511,
2356612,55,14,66098,
2230235,41,14,66714,
2275874,72,15,67991,
2263774,25,12,69100,
2302175,61,13,69154,
2288724,39,13,70294,
2323893,27,14,70812,
2246134,44,13,71400,
2359402,42,13,72050,
2271325,25,13,72588,
2302874,50,11,72842,
2279974,46,13,73000,
2340583,38,16,73360,
2334673,51,12,73836,
2280714,46,12,73870,
2280714,46,12,73870,
2376742,33,15,74000,
2292945,33,12,74261,
2326713,55,14,74980,
2319203,51,15,76063,
2327083,49,12,77462,
2375682,27,15,78000,
2357912,34,12,78307,
2359422,50,12,78600,
2359422,50,12,78600,
2251595,36,15,79930,
2273794,64,12,80026,
2357152,37,15,80872,
2362952,45,12,81329,
2295365,54,13,83950,
2324773,28,16,84361,
2361812,59,12,84912,
2259385,58,16,85060,
2376682,39,14,85638,
2340263,54,13,85946,
2281154,57,17,86000,
2256364,26,15,86830,
2338153,38,14,88000,
2227944,39,15,89769,
2315563,32,15,90092,
2343642,59,12,90998,
2307175,39,12,91797,
2332493,39,13,92360,
2316423,30,15,92890,
2277785,63,13,93355,
2334723,41,13,93518,
2364212,64,0,94995,
2249945,48,15,96547,
2249945,48,15,96547,
2236245,50,12,97000,
2366052,50,13,99800,
2228375,53,12,102150,
2366012,59,13,102265,
2272345,67,15,102357,
2328303,38,16,102389,
2375402,51,12,103500,
2328753,46,12,103600,
2349182,43,13,104000,
2334253,32,15,104100,
2358022,43,16,104204,
2313663,50,12,104757,
2314313,37,11,106300,
2344472,40,13,106910,
2256654,55,12,107000,
2258315,52,15,107464,
2258315,52,15,107464,
2317303,44,13,110000,
2258905,48,13,111500,
2313853,46,15,113067,
2278765,31,16,113517,
2361092,35,12,114606,
2280564,61,11,115000,
2368222,63,15,115067,
2356602,35,13,116116,
2295314,48,15,117000,
2327403,49,12,119609,
2299135,50,15,123901,
2316213,32,17,124000,
2375162,54,15,124597,
2235914,59,12,125000,
2271594,38,16,126312,
2273605,37,15,128723,
2345862,53,16,130000,
2243824,42,15,132900,
2230565,52,15,134987,
2351972,56,16,140644,
2332413,56,13,146386,
2314603,35,15,146876,
2267614,54,17,150000,
2308773,67,16,151709,
2371042,32,15,152265,
2359052,41,16,154720,
2303995,51,13,167200,
2327783,45,14,191361,
2357652,47,15,200000,
2320693,42,14,204000,
2234265,47,17,211900,
2276264,48,15,218300,
2350962,71,14,293422,
2329273,38,15,349885,
2329273,38,15,349885,
2298695,51,15,695953,
2356812,35,15,802063,
