2261075,87,13,1157,
2289544,75,12,1157,
2304825,69,14,1157,
2240705,62,15,1417,
2245255,46,13,1500,
2354582,62,13,1673,
2260025,39,12,2000,
2295084,28,13,2000,
2272164,82,12,2314,
2274194,70,13,2314,
2274194,70,13,2314,
2327883,60,12,2400,
2380423,19,11,2812,
2276434,55,12,3400,
2259324,73,11,3793,
2335184,22,13,3900,
2275894,32,13,4000,
2314333,60,12,4536,
2319813,79,10,4546,
2292565,54,12,4800,
2292595,37,15,4801,
2357552,22,14,4880,
2364522,44,13,6000,
2323553,27,13,6002,
2346642,74,13,6841,
2290584,20,13,7184,
2347624,20,13,7550,
2229934,29,11,7605,
2264654,49,11,8000,
2346922,50,12,8325,
2371392,33,13,8380,
2328203,41,13,8607,
2328203,41,13,8607,
2352592,66,10,9132,
2271164,22,13,9512,
2365682,44,11,9718,
2310553,52,12,9761,
2318323,46,15,9834,
2236205,53,12,9870,
2317473,66,12,9936,
2264224,79,12,10037,
2368762,60,13,10037,
2326453,77,13,10459,
2343302,82,13,10908,
2283425,52,11,11049,
2315303,20,11,11414,
2292234,68,16,11486,
2256615,79,13,11960,
2355992,54,14,12132,
2262915,38,15,12300,
2265304,72,13,12557,
2263414,48,13,12828,
2309723,25,13,13500,
2276414,26,13,13606,
2241365,26,12,13645,
2344052,28,13,13834,
2229724,25,13,13900,
2236334,41,12,14000,
2307265,80,14,14381,
2325743,62,13,14957,
2289855,25,11,15000,
2339163,41,11,15000,
2361492,34,10,15000,
2333273,71,11,15007,
2344142,60,12,15030,
2242994,58,12,15076,
2253235,68,11,15161,
2406064,47,11,15600,
2310653,55,13,15796,
2360412,68,14,15988,
2352792,87,11,16298,
2238795,65,15,16322,
2359152,67,14,16361,
2326823,73,13,16569,
2350122,73,12,16817,
2361202,37,11,17900,
2280374,74,11,17957,
2280374,74,11,17957,
2341983,87,15,18214,
2263105,26,14,18300,
2346442,68,13,18365,
2260234,57,15,18621,
2298255,62,15,18761,
2240284,82,13,19033,
2232774,25,10,19760,
2297914,80,11,19916,
2375232,31,14,20171,
2288435,58,12,20386,
2332793,63,15,20460,
2268254,35,13,21740,
2350392,63,10,21764,
2281704,87,15,21834,
2330713,29,11,22000,
2260875,40,13,22923,
2347962,37,13,23107,
2263325,52,10,23148,
2364673,73,14,23277,
2283495,32,10,23368,
2236885,49,12,23421,
2232695,71,13,23750,
2298844,54,13,23759,
